n,r,m
"(:Governing_Council {id: e150})""""","[:commitment_related_to]""""","(:symmetry {id: e18637})"""""
"(:Governing_Council {id: e150})""""","[:plan_to_reinvest]""""","(:principal_payments {id: e158})"""""
"(:Governing_Council {id: e150})""""","[:aiming_to_influence]""""","(:medium_term_inflation_outlook {id: e1617})"""""
"(:Governing_Council {id: e150})""""","[:faces_conditions]""""","(:high_uncertainty {id: e3082})"""""
"(:Governing_Council {id: e150})""""","[:will_review]""""","(:ACC_frameworks {id: e16184})"""""
"(:Governing_Council {id: e150})""""","[:bases_decisions_on]""""","(:assessment_of_the_inflation_outlook {id: e12057})"""""
"(:Governing_Council {id: e150})""""","[:held]""""","(:ad_hoc_meeting {id: e19872})"""""
"(:Governing_Council {id: e150})""""","[:will_ensure_with]""""","(:future_decisions {id: e16462})"""""
"(:Governing_Council {id: e150})""""","[:applied_discretion_during]""""","(:euro_area_sovereign_debt_crisis {id: e5763})"""""
"(:Governing_Council {id: e150})""""","[:continues_reinvesting_to_maintain]""""","(:favourable_liquidity_conditions {id: e163})"""""
"(:Governing_Council {id: e150})""""","[:raised_interest_rates_by]""""","(:_25_basis_points {id: e377})"""""
"(:Governing_Council {id: e150})""""","[:ensure_smooth_transmission_of]""""","(:monetary_policy {id: e1227})"""""
"(:Governing_Council {id: e150})""""","[:welcome_publication]""""","(:legislative_proposals {id: e16480})"""""
"(:Governing_Council {id: e150})""""","[:announced_decision_on]""""","(:_24_March_2022 {id: e16150})"""""
"(:Governing_Council {id: e150})""""","[:conclude]""""","(:coronavirus_crisis_phase {id: e1683})"""""
"(:Governing_Council {id: e150})""""","[:intends_to_continue_reinvesting_in_full]""""","(:maturing_securities {id: e159})"""""
"(:Governing_Council {id: e150})""""","[:aims_for_return_to]""""","(:medium_term_target {id: e5194})"""""
"(:Governing_Council {id: e150})""""","[:prepared_to_make_adjustments_to_preserve]""""","(:monetary_policy_transmission {id: e1550})"""""
"(:Governing_Council {id: e150})""""","[:has_plans_for_programme_regarding]""""","(:reinvestments {id: e867})"""""
"(:Governing_Council {id: e150})""""","[:announced_decision_to_phase_out]""""","(:pandemic_collateral_easing_measures {id: e16149})"""""
"(:Governing_Council {id: e150})""""","[:expects_monthly_net_asset_purchases_duration_for]""""","(:Asset_Purchase_Programme_APP {id: e17409})"""""
"(:Governing_Council {id: e150})""""","[:decided_reinvestment_until]""""","(:end_of_2022 {id: e3576})"""""
"(:Governing_Council {id: e150})""""","[:seeks_to_ensure]""""","(:negative_interest_rate_policy {id: e3444})"""""
"(:Governing_Council {id: e150})""""","[:to_take_final_decision]""""","(:pandemic_collateral_easing_measures {id: e16149})"""""
"(:Governing_Council {id: e150})""""","[:willing_to_incorporate]""""","(:flexibility {id: e5247})"""""
"(:Governing_Council {id: e150})""""","[:decided_to_increase_and_extend]""""","(:pandemic_emergency_purchase_programme_PEPP {id: e1680})"""""
"(:Governing_Council {id: e150})""""","[:targeted_lending_operations_contribute_to]""""","(:monetary_policy {id: e1227})"""""
"(:Governing_Council {id: e150})""""","[:commits_to]""""","(:monetary_policy {id: e1227})"""""
"(:Governing_Council {id: e150})""""","[:aiming_to_counter_risks_related_to]""""","(:pandemic {id: e1589})"""""
"(:Governing_Council {id: e150})""""","[:prepared_to_take_action_for]""""","(:ECB {id: e849})"""""
"(:Governing_Council {id: e150})""""","[:continue_applying]""""","(:flexibility {id: e5247})"""""
"(:Governing_Council {id: e150})""""","[:has_discretion_to_deviate_from]""""","(:credit_rating_agencies {id: e11218})"""""
"(:Governing_Council {id: e150})""""","[:expects_to_discontinue]""""","(:reinvestments {id: e867})"""""
"(:Governing_Council {id: e150})""""","[:concluded_about_APP]""""","(:net_asset_purchases {id: e6541})"""""
"(:Governing_Council {id: e150})""""","[:announcement_on]""""","(:_11_March {id: e6816})"""""
"(:Governing_Council {id: e150})""""","[:expectation_reinforced_by_incoming_data]""""","(:asset_purchase_programme_APP {id: e711})"""""
"(:Governing_Council {id: e150})""""","[:decision_based_on]""""","(:banks_demand_for_liquidity {id: e16152})"""""
"(:Governing_Council {id: e150})""""","[:expects_conclusion_of]""""","(:net_asset_purchases {id: e6541})"""""
"(:Governing_Council {id: e150})""""","[:reconfirm_policy_stance]""""","(:accommodative_monetary_policy_stance {id: e18628})"""""
"(:Governing_Council {id: e150})""""","[:stated_about]""""","(:adjustments {id: e8394})"""""
"(:Governing_Council {id: e150})""""","[:raised_interest_rates_on]""""","(:_4_May_2023 {id: e16455})"""""
"(:Governing_Council {id: e150})""""","[:objective_is_a_return_to]""""","(:medium_term_target {id: e5194})"""""
"(:Governing_Council {id: e150})""""","[:aims_to_stabilize]""""","(:inflation {id: e108})"""""
"(:Governing_Council {id: e150})""""","[:objective_is_to_preserve]""""","(:monetary_policy_transmission {id: e1550})"""""
"(:Governing_Council {id: e150})""""","[:perceives]""""","(:war_in_Ukraine {id: e10173})"""""
"(:Governing_Council {id: e150})""""","[:objective_is_to_return]""""","(:inflation {id: e108})"""""
"(:Governing_Council {id: e150})""""","[:aims_to_return]""""","(:inflation {id: e108})"""""
"(:Governing_Council {id: e150})""""","[:decided_to_reinvest]""""","(:maturing_principal_payments {id: e17405})"""""
"(:Governing_Council {id: e150})""""","[:assess_contribution_to]""""","(:monetary_policy_stance {id: e1551})"""""
"(:Governing_Council {id: e150})""""","[:plans_to_continue]""""","(:monetary_policy {id: e1227})"""""
"(:Governing_Council {id: e150})""""","[:will_manage]""""","(:future_roll_off {id: e15675})"""""
"(:Governing_Council {id: e150})""""","[:reinvest_flexibly]""""","(:redemptions {id: e5041})"""""
"(:Governing_Council {id: e150})""""","[:adjust_instruments_to_ensure_movement_towards]""""","(:inflation {id: e108})"""""
"(:Governing_Council {id: e150})""""","[:assessed_path]""""","(:interest_rates {id: e3500})"""""
"(:Governing_Council {id: e150})""""","[:incorporate]""""","(:flexibility {id: e5247})"""""
"(:Governing_Council {id: e150})""""","[:approach_follows]""""","(:policy_sequencing {id: e19863})"""""
"(:Governing_Council {id: e150})""""","[:purpose_of_assessment]""""","(:monetary_policy_stance {id: e1551})"""""
"(:Governing_Council {id: e150})""""","[:intends_to_reinvest_until_at_least]""""","(:end_of_2024 {id: e10401})"""""
"(:Governing_Council {id: e150})""""","[:conducts_purchases]""""","(:market_conditions {id: e18634})"""""
"(:Governing_Council {id: e150})""""","[:watches_closely]""""","(:factors_affecting_financial_stability {id: e19858})"""""
"(:Governing_Council {id: e150})""""","[:Expected_Purchase_Pace_Increase_During]""""","(:second_quarter {id: e472})"""""
"(:Governing_Council {id: e150})""""","[:aims_to_stabilize_inflation_at]""""","(:_2percent {id: e1513})"""""
"(:Governing_Council {id: e150})""""","[:applying_flexibility_to_counter]""""","(:monetary_policy_transmission_mechanism {id: e5249})"""""
"(:Governing_Council {id: e150})""""","[:undertook]""""","(:assessment {id: e13982})"""""
"(:Governing_Council {id: e150})""""","[:is_determined_to_ensure]""""","(:_2percent_medium_term_target {id: e5016})"""""
"(:Governing_Council {id: e150})""""","[:aiming_to_counter]""""","(:risks {id: e615})"""""
"(:Governing_Council {id: e150})""""","[:Expected_Purchase_Pace_Over_Period]""""","(:second_quarter {id: e472})"""""
"(:Governing_Council {id: e150})""""","[:will_reinvest]""""","(:principal_payments {id: e158})"""""
"(:Governing_Council {id: e150})""""","[:will_maintain_throughout_the_process_of_normalizing]""""","(:monetary_policy {id: e1227})"""""
"(:Governing_Council {id: e150})""""","[:made_announcement_regarding]""""","(:reinvestments_under_the_APP {id: e21493})"""""
"(:Governing_Council {id: e150})""""","[:plans_to_reinvest]""""","(:principal_payments {id: e158})"""""
"(:Governing_Council {id: e150})""""","[:will_maintain_in_the_conduct_of]""""","(:monetary_policy {id: e1227})"""""
"(:Governing_Council {id: e150})""""","[:ensure_movement_towards_by_adjusting]""""","(:inflation_aim {id: e19437})"""""
"(:Governing_Council {id: e150})""""","[:Announcement_Date]""""","(:_11_March {id: e6816})"""""
"(:Governing_Council {id: e150})""""","[:intend_to_raise_at]""""","(:July_monetary_policy_meeting {id: e19862})"""""
"(:Governing_Council {id: e150})""""","[:efforts_made_more_effective_by]""""","(:flexibility {id: e5247})"""""
"(:Governing_Council {id: e150})""""","[:raised_interest_rates_because]""""","(:ECBs_medium_term_target {id: e21246})"""""
"(:Governing_Council {id: e150})""""","[:aims_to_stabilize_inflation_over]""""","(:medium_term {id: e171})"""""
"(:Governing_Council {id: e150})""""","[:has_committed_to_reinvest_until]""""","(:end_of_2024 {id: e10401})"""""
"(:Governing_Council {id: e150})""""","[:apply_flexibility_to]""""","(:reinvesting_redemptions {id: e5248})"""""
"(:Governing_Council {id: e150})""""","[:Raise_on]""""","(:_16_March_2023 {id: e12050})"""""
"(:Governing_Council {id: e150})""""","[:Raise_on]""""","(:_4_May {id: e21470})"""""
"(:Governing_Council {id: e150})""""","[:will_conclude]""""","(:coronavirus_crisis_phase {id: e1683})"""""
"(:Governing_Council {id: e150})""""","[:plans_to_reinvest_in]""""","(:PEPP {id: e1689})"""""
"(:Governing_Council {id: e150})""""","[:intend_to_raise_by]""""","(:_25_basis_points {id: e377})"""""
"(:Governing_Council {id: e150})""""","[:reconfirm]""""","(:accommodative_monetary_policy_stance {id: e18628})"""""
"(:Governing_Council {id: e150})""""","[:committed]""""","(:_2percent_medium_term_target {id: e5016})"""""
"(:Governing_Council {id: e150})""""","[:will_ensure_future_decisions_regarding]""""","(:ECB_interest_rates {id: e5195})"""""
"(:Governing_Council {id: e150})""""","[:monitor_developments_for_implications]""""","(:medium_term_inflation_outlook {id: e1617})"""""
"(:Governing_Council {id: e150})""""","[:decided_to_normalize]""""","(:monetary_policy {id: e1227})"""""
"(:Governing_Council {id: e150})""""","[:announcement_in]""""","(:May_meeting {id: e21465})"""""
"(:Governing_Council {id: e150})""""","[:aim_to_influence_by_monitoring]""""","(:medium_term_inflation_outlook {id: e1617})"""""
"(:Governing_Council {id: e150})""""","[:pace_depend_on]""""","(:incoming_data {id: e9205})"""""
"(:Governing_Council {id: e150})""""","[:decided_to_mandate]""""","(:Eurosystem_Committees {id: e19875})"""""
"(:Governing_Council {id: e150})""""","[:will_ensure]""""","(:ECB_interest_rates {id: e5195})"""""
"(:Governing_Council {id: e150})""""","[:decided_to_take_further_steps]""""","(:further_steps {id: e19826})"""""
"(:Governing_Council {id: e150})""""","[:plan_to_adjust_at]""""","(:July_monetary_policy_meeting {id: e19862})"""""
"(:Governing_Council {id: e150})""""","[:decided_to_end]""""","(:net_asset_purchases {id: e6541})"""""
"(:Governing_Council {id: e150})""""","[:aims_to_manage]""""","(:future_roll_off {id: e15675})"""""
"(:Governing_Council {id: e150})""""","[:plans_to]""""","(:reinvest {id: e19860})"""""
"(:Governing_Council {id: e150})""""","[:prepared_to_make]""""","(:adjustments {id: e8394})"""""
"(:Governing_Council {id: e150})""""","[:performs]""""","(:assessment {id: e13982})"""""
"(:Governing_Council {id: e150})""""","[:related_to]""""","(:key_ECB_interest_rates {id: e156})"""""
"(:Governing_Council {id: e150})""""","[:will_stop_reinvesting_when_not_needed_for]""""","(:favourable_liquidity_conditions {id: e163})"""""
"(:Governing_Council {id: e150})""""","[:will_stop_reinvesting_when_not_needed_for]""""","(:ample_degree_of_monetary_accommodation {id: e164})"""""
"(:Governing_Council {id: e150})""""","[:combined]""""","(:economic_analysis {id: e2508})"""""
"(:Governing_Council {id: e150})""""","[:combined]""""","(:monetary_analysis {id: e14291})"""""
"(:Governing_Council {id: e150})""""","[:maintain_policy_stance_to_preserve]""""","(:favourable_financing_conditions {id: e528})"""""
"(:Governing_Council {id: e150})""""","[:decided_to_leave_unchanged]""""","(:interest_rates {id: e3500})"""""
"(:Governing_Council {id: e150})""""","[:might_adjust]""""","(:instruments {id: e1618})"""""
"(:Governing_Council {id: e150})""""","[:Raise_by]""""","(:_25_basis_points {id: e377})"""""
"(:Governing_Council {id: e150})""""","[:Raise_by]""""","(:_50_basis_points {id: e5019})"""""
"(:Governing_Council {id: e150})""""","[:increased_by]""""","(:_50_basis_points {id: e5019})"""""
"(:Governing_Council {id: e150})""""","[:ensure_by_adjusting]""""","(:inflation {id: e108})"""""
"(:Governing_Council {id: e150})""""","[:expects_APP_to_reinforce]""""","(:the_accommodative_impact_of_its_policy_rates {id: e1694})"""""
"(:Governing_Council {id: e150})""""","[:decided_to_launch]""""","(:review {id: e180})"""""
"(:Governing_Council {id: e150})""""","[:decided_to_launch]""""","(:PELTROs {id: e11079})"""""
"(:Governing_Council {id: e150})""""","[:announced]""""","(:revision {id: e7066})"""""
"(:Governing_Council {id: e150})""""","[:decided_to_increase]""""","(:key_ECB_interest_rates {id: e156})"""""
"(:Governing_Council {id: e150})""""","[:decided_to_increase]""""","(:increase {id: e1830})"""""
"(:Governing_Council {id: e150})""""","[:decided_to_increase]""""","(:envelope_for_the_PEPP {id: e17400})"""""
"(:Governing_Council {id: e150})""""","[:raise_amount]""""","(:_25_basis_points {id: e377})"""""
"(:Governing_Council {id: e150})""""","[:raise_amount]""""","(:_50_basis_points {id: e5019})"""""
"(:Governing_Council {id: e150})""""","[:prepared_to_make_adjustments_for]""""","(:medium_term_target {id: e5194})"""""
"(:Governing_Council {id: e150})""""","[:has_goals]""""","(:appropriate_monetary_policy_stance {id: e1382})"""""
"(:Governing_Council {id: e150})""""","[:has_goals]""""","(:ample_liquidity_conditions {id: e19861})"""""
"(:Governing_Council {id: e150})""""","[:applied_terms_to]""""","(:TLTRO_III {id: e1546})"""""
"(:Governing_Council {id: e150})""""","[:adopted]""""","(:action_plan {id: e6114})"""""
"(:Governing_Council {id: e150})""""","[:decided]""""","(:unchanged {id: e63})"""""
"(:Governing_Council {id: e150})""""","[:decided]""""","(:TLTRO_III {id: e1546})"""""
"(:Governing_Council {id: e150})""""","[:decided]""""","(:modalities {id: e5027})"""""
"(:Governing_Council {id: e150})""""","[:decided]""""","(:flexibility {id: e5247})"""""
"(:Governing_Council {id: e150})""""","[:decided]""""","(:comprehensive_package_of_monetary_policy_measures {id: e6332})"""""
"(:Governing_Council {id: e150})""""","[:pursues]""""","(:price_stability_mandate {id: e5260})"""""
"(:Governing_Council {id: e150})""""","[:pursues]""""","(:ECBs_price_stability_mandate {id: e17418})"""""
"(:Governing_Council {id: e150})""""","[:assess]""""","(:targeted_lending_operations {id: e3439})"""""
"(:Governing_Council {id: e150})""""","[:assess]""""","(:two_tier_system {id: e3442})"""""
"(:Governing_Council {id: e150})""""","[:assess]""""","(:lending_operations {id: e10421})"""""
"(:Governing_Council {id: e150})""""","[:assess]""""","(:repayment {id: e19150})"""""
"(:Governing_Council {id: e150})""""","[:decided_to_raise]""""","(:three_key_ECB_interest_rates {id: e5017})"""""
"(:Governing_Council {id: e150})""""","[:decided_to_raise]""""","(:ECB_interest_rates {id: e5195})"""""
"(:Governing_Council {id: e150})""""","[:judges]""""","(:inflation {id: e108})"""""
"(:Governing_Council {id: e150})""""","[:judges]""""","(:economic_growth {id: e1409})"""""
"(:Governing_Council {id: e150})""""","[:Decided_To_Increase]""""","(:main_refinancing_operations {id: e1665})"""""
"(:Governing_Council {id: e150})""""","[:Decided_To_Increase]""""","(:marginal_lending_facility {id: e1668})"""""
"(:Governing_Council {id: e150})""""","[:Decided_To_Increase]""""","(:deposit_facility {id: e1669})"""""
"(:Governing_Council {id: e150})""""","[:assess_contribution]""""","(:monetary_policy_stance {id: e1551})"""""
"(:Governing_Council {id: e150})""""","[:assess_contribution]""""","(:targeted_lending_operations {id: e3439})"""""
"(:Governing_Council {id: e150})""""","[:monitor_implications_for]""""","(:economy {id: e1608})"""""
"(:Governing_Council {id: e150})""""","[:monitor_implications_for]""""","(:transmission_of_monetary_policy {id: e5258})"""""
"(:Governing_Council {id: e150})""""","[:monitor_implications_for]""""","(:medium_term_inflation {id: e6503})"""""
"(:Governing_Council {id: e150})""""","[:had_meeting_on]""""","(:January_2020 {id: e2753})"""""
"(:Governing_Council {id: e150})""""","[:had_meeting_on]""""","(:_14_April_2022 {id: e15617})"""""
"(:Governing_Council {id: e150})""""","[:had_meeting_on]""""","(:_4_June {id: e17367})"""""
"(:Governing_Council {id: e150})""""","[:had_meeting_on]""""","(:_15_June_2023 {id: e21150})"""""
